url,imagen,alquiler,expensas,ubicacion,m2_total,m2_cubiertos,ambientes,banos,cocheras,dormitorios,antiguedad,disposicion,orientacion,luminosidad,descripcion,direccion,ciudad,distrito
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquiler-de-hermosa-casa-con-amplio-terreno-se-57295532.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/29/55/32/1200x1200/2004569309.jpg?isFirstImage=true,580000.0,,"Buenos vecinos 2848, Los Corralitos, Mendoza",1000.0,75.0,3.0,1.0,0,2.0,7.0,,,Muy luminoso,"Propiedad ubicada en un barrio Semi Privado (ingreso por portón automático ) sobre Calle Buenos Vecinos, a pocos metros del Carril Godoy Cruz. Zona segura tan solo a 20 minutos del centro de Mendoza. Características: Terreno de 1000 metros Casa de 75 metros distribuida en cocina comedor Baño sectorizado Dos habitaciones (Consultar posibilidad de alquiler con menos terreno)",Buenos vecinos 2848,guaymallen,Los Corralitos
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-ciudad-55034823.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/55/03/48/23/1200x1200/1946506403.jpg?isFirstImage=true,500000.0,45000.0,"Colon 412- Ciudad, Ciudad de Mendoza, Mendoza",,,,1.0,0,2.0,15.0,,,,"SIMPLEALQUILER.COM Ofrece: Departamento amoblado en calle Colón. Zona céntrica con rápidos y fácil accesos a medios de trasporte y arterias principales. El mismo está compuesto por living-comedor , cocina individual, 2 habitaciones, 1 baño completo. NO CUENTA CON COCHERA. Detalles: Se entrega amoblado con comedor para 6 personas, living, TV, artefacto de cocina, heladera, juego de comedor para 4 personas en la cocina, 1 cama de 2 plaza, 2 camas de 1 plaza. *Expensas: $45.000 aprox *Contrato por 2 años. *Aumentos cuatrimestrales según ICL. *Depósito en dólares. *Contratación de seguro contra robo e incendios Ubicación: Colón y Mitre. Al lado de panadería Trigal Requisitos y ficha de solicitud en el siguiente link (copiar y pegar en navegador):1BCvcnw6cwg3UTSOnJF_6f1CDVthVHIqs/view?usp=sharing Vías de comunicación: Tel: Ver datos Opción 2 (alquileres), luego Opción 3 (área comercial) Whatsapp Ver datos -",Colon 412- Ciudad,capital,
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-moron-lisandro-de-la-torre-50228335.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/50/22/83/35/1200x1200/1827313202.jpg?isFirstImage=true,300000.0,,"Lisandro de La Torre 282, Ciudad de Mendoza, Mendoza",30.0,30.0,2.0,1.0,0,1.0,10.0,,,,"Lisandro de la Torre 282. Entre Zarate y Formosa, Cerca de Moron. Planta Baja. Frontal. Monoambiente dividido. impecable. Cocina Comedor. 1 dormitorio. baño amplio. Todo electrico. SIN EXPENSAS. NO MASCOTAS. Javier Ver datos/ Armando Ver datos",Lisandro de La Torre 282,capital,
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquiler-en-vistalba-57260358.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/26/03/58/1200x1200/2003665380.jpg?isFirstImage=true,2235750.0,85000.0,"GUARDIA VIEJA 777, Vistalba, Mendoza",1030.0,256.0,6.0,4.0,0,4.0,10.0,,,Muy luminoso,"Inmobiliaria Maturano & Asociados ofrece en alquiler esta excelente casa en el prestigioso Barrio Privado Don David, ubicado sobre calle Guardia Vieja. La propiedad se desarrolla en dos plantas sobre un terreno de 1.000 m², con un parquizado que realza su encanto natural. En planta baja dispone de: Amplio living Cocina comedor equipada con muebles a medida y porcelanatos de alta calidad Lavandería Tres dormitorios (uno en suite) Baño principal Cochera para tres vehículos, diseñada con la posibilidad de transformarse en quincho, con toilette y depósito En planta alta cuenta con: Dormitorio amplio Cocina tipo kichinet Baño completo Pequeña terraza ideal para momentos de relax Otros detalles destacados: Hermoso parquizado en impecables condiciones Cisterna que asegura suministro de agua constante Una oportunidad única de vivir en un barrio privado exclusivo, con todas las comodidades para disfrutar de un entorno seguro, tranquilo y de categoría. ¡Consultanos para coordinar una visita y conocer esta magnífica casa en alquiler!",GUARDIA VIEJA 777,lujan de cuyo,Vistalba
https://www.zonaprop.com.ar/propiedades/clasificado/alclocin-alquilamos-oficinas-en-zona-industrial-51225286.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/51/22/52/86/1200x1200/1856703123.jpg?isFirstImage=true,,,"Rodriguez Peña 2260, Godoy Cruz, Mendoza",800.0,350.0,,2.0,0,,29.0,,,Muy luminoso,"nmobiliaria MendozaHomes alquila oficinas en zona industrial de Rodriguez Peña, 400 metros de acceso sur, ideal para empresas. Se alquila una superficie de aproximadamente 350m2 en planta baja y otra de similares medidas en planta alta. Se puede utilizar con plantas libres o con las oficinas modulares, muy luminosos para generar excelente ambiente de trabajo. Cuenta con todos los servicios, estacionamiento para clientes y empleados, seguridad las 24hs. Se adaptan los m2 a las necesidades de tu empresa.",Rodriguez Peña 2260,godoy cruz,
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-eb-venta-alquiler-3-dorm-b-huerto-del-sol-57279131.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/27/91/31/1200x1200/2004165575.jpg?isFirstImage=true,2235750.0,,"Laprida 300, Luján de Cuyo, Mendoza",520.0,202.0,4.0,2.0,2,3.0,20.0,,E,,"TEROL ASTRADA Real Estate VENDE y ALQUILA Casa en Barrio HUERTO DE SOL. Una residencia ideal para quienes buscan vivir con estilo, en un entorno seguro y exclusivo. Distribución y características destacadas: Ingreso por callejón con portón automático. Hall de recepción. Living comedor, cocina independiente. Área de lavandería. Patio interno. 2 dormitorios con baño completo. Suite con vestidor y baño completo. Solarium con piscina. Cochera para 2 vehículos. Jardín y espacios verdes.",Laprida 300,lujan de cuyo,Luján de Cuyo
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquila-casa-en-la-quinta-a-media-cuadra-de-boulogne-57361509.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/36/15/09/1200x1200/2006244694.jpg?isFirstImage=true,1800000.0,,"AGUSTIN ALVAREZ 828, Quinta Sección, Ciudad de Mendoza",600.0,273.0,9.0,2.0,3,3.0,40.0,,N,Muy luminoso,"DROOP DESARROLLOS ALQUILA En la prestigiosa Quinta Sección de Mendoza Capital, a tan solo media cuadra de la reconocida Boulogne Sur Mer, se encuentra esta impresionante casa disponible para alquiler. Con una ubicación privilegiada, esta propiedad ofrece un entorno tranquilo y residencial, ideal para disfrutar en familia. La casa cuenta con tres amplios y luminosos dormitorios, uno de los cuales es en suite, brindando privacidad y comodidad a sus habitantes. El living comedor es espacioso y luminoso, ofreciendo un ambiente cálido y acogedor para reuniones familiares o con amigos. La cocina comedor está equipada con amoblamiento en excelente estado de conservación, ideal para preparar deliciosas comidas en un ambiente confortable. Además, la propiedad cuenta con un baño completo, un amplio patio/jardín con churrasquera/parrilla, perfecto para disfrutar de comidas al aire libre y momentos de relax. La cochera techada con espacio para tres vehículos brinda comodidad y seguridad. Con una antigüedad de 40 años aprox. , esta casa se encuentra en excelente estado de conservación, ofreciendo un ambiente acogedor y funcional para sus habitantes. Con una superficie cubierta de 273 m2 y una superficie total de 600 m2, esta propiedad ofrece amplitud y confort en cada uno de sus espacios. Además, la zona escolar cercana brinda comodidad para las familias con niños en edad escolar, mientras que la posibilidad de aceptar mascotas permite disfrutar de la compañía de nuestras mascotas en este hermoso hogar. No pierdas la oportunidad de vivir en esta increíble casa en la Quinta Sección de Mendoza Capital. Contáctanos para más información y agenda una visita. ¡Te esperamos para mostrarte tu próximo hogar! *El precio publicado en el aviso, las medidas y distancias indicadas, son de referencia, sujeto a modificaciones sin previo aviso. *Los datos consignados en esta web o publicación, pueden contener errores y no son contractuales; verifique los mismos previamente con nuestro corredor inmobiliario. Todas las propiedades que aparecen en nuestro perfil están a cargo del profesional C.C.P.I.M 998*",AGUSTIN ALVAREZ 828,capital,Quinta Sección
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-torres-karakorum-departamentos-53636531.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/53/63/65/31/1200x1200/1910806047.jpg?isFirstImage=true,1130000.0,173000.0,"Av. Boulogne Sur Mer 2953, Sexta Sección, Ciudad de Mendoza",92.0,83.0,5.0,2.0,1,2.0,14.0,,O,Muy luminoso,TORRE G2 - Departamento en alquiler con cochera #2 dormitorios #2 baños #Calefacción central por radiadores #Seguridad 24 hs. #Gimnasio #Pileta #Quincho cerrado con parrilla #SUM #Jardín de juegos para niños #Espacios verdes EXCELENTE ENTORNO Y CERCANÍA CON EL CENTRO DE LA CIUDAD.,Av. Boulogne Sur Mer 2953,capital,Sexta Sección
https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-alquiler-depto-plaza-espana-57353461.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/35/34/61/1200x1200/2006041334.jpg?isFirstImage=true,500000.0,52000.0,"Calle Montevideo 127, Ciudad de Mendoza, Mendoza",65.0,65.0,3.0,1.0,0,2.0,30.0,Contrafrente,N,Muy luminoso,"Departamento céntrico, frente a Plaza España, 4to piso. Excelente estado, departamento de 2 dormitorios con placard; cocina con entrada independiente, lavandería, living comedor, baño. Recién reciclado",Calle Montevideo 127,capital,
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-city-lands-inmobiliaria-alquila:-duplex-de-dos-dorm.-57378539.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/37/85/39/1200x1200/2006677272.jpg?isFirstImage=true,380000.0,,"Bariloche 2976, Las Heras, Mendoza",60.0,60.0,3.0,1.0,0,2.0,4.0,,,,"CITY LANDS INMOBILIARIA ALQUILA: Dúplex en calle Bariloche al 2.900 a metros de calle Cerro Arco, B° 12 de Junio, adyacente al B° Municipal, Las Heras. En planta baja se encuentra la cocina-comedor integrado con cocina, extractor, termotanque; mesada de granito natural, alacena y bajo mesada. En planta alta se encuentran los dos dormitorios con placares y baulera; un baño completo con todos sus accesorios. Patio tender de 3 x 1 m2. Todas las aberturas tienen rejas exteriores. No tiene cochera. No se aceptan mascotas. Apto para dos personas mayores y un niño mayor de 7 años. Se confecciona contrato de locación por dos años, con ajuste trimestral acumulativo por el ICL. PARA MAYOR INFORMACIÓN Y COORDINAR LA VISITA, NO DUDE EN CONTACTARSE CON CITY LANDS INMOBILIARIA!!!",Bariloche 2976,las heras,Las Heras
https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-alquilo-depto-inmediaciones-parque-benegas-57406733.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/40/67/33/1200x1200/2007430034.jpg?isFirstImage=true,450.0,,"Pueyrredón , Gobernador Benegas, Mendoza",60.0,60.0,3.0,1.0,0,2.0,2.0,,O,Muy luminoso,"Hermoso y luminoso departamento. Cuenta con amplia cocina comedor, dos habitaciones con placard, patio. Aire acondicionado en funcionamiento y black out en la cocina",Pueyrredón,godoy cruz,Gobernador Benegas
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-oportunidad-inversion-alquiler-casa-duplex-diseno-57373648.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/37/36/48/1200x1200/2006556984.jpg?isFirstImage=true,1714075.0,75000.0,"Vieytes y Malabia, Maipú, Mendoza",240.0,120.0,3.0,1.0,2,2.0,0.0,,O,,"TEROL ASTRADA Real Estate VENDE / ALQUILA DUPLEX CON DISEÑO– B. CIRO DE VIEYTES Oportunidad invesión - 7% renta en alquiler Excelente ubicación dentro del barrio. 120 m2 cubiertos + doble cochera 240 m2 terreno Características destacadas: - Diseño moderno y funcional desarrollads en 2 plantas - Excelente luminosidad y ventilación en todos los ambientes - Iluminación con diseño en la casa y el jardín. Domotizada - Calefacción inteligente en todos los ambientes. Domotizada - Living comedor muy amplio con cocina integrada - Jardín parquizado. Riego por aspersión - Galería con churrasquera - Amplias habitaciones Esta propiedad se destaca por su excelente ubicación, diseño de vanguardia funcional y espacios cálidos. Cada ambiente se integra armónicamente con el entorno natural, preservando la intimidad y ofreciendo el confort ideal para disfrutarla durante todo el año.",Vieytes y Malabia,maipu,Maipu
https://www.zonaprop.com.ar/propiedades/clasificado/alcllcin-local-comercial-en-pleno-radio-centrico-de-maipu-57290648.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/29/06/48/1200x1200/2004453724.jpg?isFirstImage=true,620000.0,,"BELGRANO N° 72, Maipú, Mendoza",50.0,50.0,3.0,1.0,0,,20.0,,,,"UBICADO EN CALLE BELGRANO N° 72 DE MAIPU, MENDOZA. CON INMEJORABLE UBICACION: A CUADRAS DE LA PLAZA DEPARTAMENTAL, CERCANIAS DE SUPERMECADOS, COMERCIOS, PARADAS DE OMNIBUS, ESTACIONES DE SERVICIO. AMPLIO TRANSITO VEHICULAR Y PEATONAL EL LOCAL CUENTA CON 50 M2 CUBIERTOS, DIVIDIDOS EN 2 SALONES, COCINA Y BAÑO. POSEE GAS NATURAL Y LUZ INDEPENDIENTES. NO APTO PARA BARBERÍAS/PELUQUERÍAS NO APTO PARA RUBRO GASTRONÍMICO NO APTO PARA VERDULERÍAS PARA MÁS DETALLES O VISITAS A LA PROPIEDAD, LO INVITAMOS A COMUNICARSE CON NOSOTROS VÍA WHATSAPP DE LUNES A VIERNES DE 9:00 A 17:00 HS (HORARIO CORRIDO).",BELGRANO N° 72,maipu,Maipu
